"","FPR","TPR","Accuracy","Method"
"1",0,0,0.757894736842105,"Optimalrule"
"2",0,0,0.757894736842105,"Optimalrule"
"3",0,0,0.757894736842105,"Optimalrule"
"4",0,0,0.757894736842105,"Optimalrule"
"5",0,0,0.757894736842105,"Optimalrule"
"6",0,0,0.757894736842105,"Optimalrule"
"7",0,0,0.757894736842105,"Optimalrule"
"8",0,0,0.757894736842105,"Optimalrule"
"9",0,0,0.757894736842105,"Optimalrule"
"10",0,0,0.757894736842105,"Optimalrule"
"11",0,0,0.757894736842105,"Optimalrule"
"12",0.00115740740740744,0.00634057971014493,0.758552631578947,"Optimalrule"
"13",0.0214120370370371,0.10054347826087,0.766008771929825,"Optimalrule"
"14",0.130787037037037,0.23731884057971,0.716228070175439,"Optimalrule"
"15",0.390914351851852,0.491847826086957,0.580701754385965,"Optimalrule"
"16",0.661168981481481,0.752717391304348,0.439035087719298,"Optimalrule"
"17",0.71412037037037,0.805253623188406,0.411622807017544,"Optimalrule"
"18",0.748263888888889,0.831521739130435,0.392105263157895,"Optimalrule"
"19",0.767361111111111,0.848731884057971,0.381798245614035,"Optimalrule"
"20",0.780960648148148,0.861413043478261,0.374561403508772,"Optimalrule"
"21",0.79224537037037,0.869565217391304,0.367982456140351,"Optimalrule"
"22",0.801793981481482,0.874094202898551,0.361842105263158,"Optimalrule"
"23",0.80787037037037,0.879528985507246,0.358552631578947,"Optimalrule"
"24",0.813368055555556,0.884963768115942,0.355701754385965,"Optimalrule"
"25",0.817997685185185,0.890398550724638,0.353508771929825,"Optimalrule"
"26",0.820023148148148,0.893115942028985,0.352631578947368,"Optimalrule"
"27",0.824074074074074,0.897644927536232,0.350657894736842,"Optimalrule"
"28",0.828703703703704,0.897644927536232,0.347149122807018,"Optimalrule"
"29",0.832175925925926,0.90036231884058,0.345175438596491,"Optimalrule"
"30",0.835069444444444,0.903079710144927,0.343640350877193,"Optimalrule"
"31",0.837094907407407,0.904891304347826,0.342543859649123,"Optimalrule"
"32",0.838541666666667,0.907608695652174,0.342105263157895,"Optimalrule"
"33",0.842592592592593,0.909420289855073,0.339473684210526,"Optimalrule"
"34",0.844618055555556,0.910326086956522,0.338157894736842,"Optimalrule"
"35",0.847511574074074,0.91304347826087,0.336622807017544,"Optimalrule"
"36",0.848668981481482,0.91304347826087,0.335745614035088,"Optimalrule"
"37",0.852719907407407,0.917572463768116,0.333771929824561,"Optimalrule"
"38",0.855613425925926,0.921195652173913,0.332456140350877,"Optimalrule"
"39",0.85619212962963,0.922101449275362,0.332236842105263,"Optimalrule"
"40",0.857928240740741,0.922101449275362,0.330921052631579,"Optimalrule"
"41",0.859953703703704,0.922101449275362,0.329385964912281,"Optimalrule"
"42",0.860821759259259,0.922101449275362,0.328728070175439,"Optimalrule"
"43",0.861400462962963,0.922101449275362,0.328289473684211,"Optimalrule"
"44",0.86255787037037,0.923007246376812,0.327631578947368,"Optimalrule"
"45",0.864293981481482,0.923007246376812,0.326315789473684,"Optimalrule"
"46",0.865740740740741,0.923913043478261,0.325438596491228,"Optimalrule"
"47",0.8671875,0.925724637681159,0.324780701754386,"Optimalrule"
"48",0.869502314814815,0.926630434782609,0.323245614035088,"Optimalrule"
"49",0.871238425925926,0.928442028985507,0.322368421052632,"Optimalrule"
"50",0.871527777777778,0.929347826086957,0.322368421052632,"Optimalrule"
"51",0.873263888888889,0.931159420289855,0.321491228070175,"Optimalrule"
"52",0.874421296296296,0.931159420289855,0.320614035087719,"Optimalrule"
"53",0.875289351851852,0.931159420289855,0.319956140350877,"Optimalrule"
"54",0.875868055555556,0.932065217391304,0.319736842105263,"Optimalrule"
"55",0.876446759259259,0.932971014492754,0.319517543859649,"Optimalrule"
"56",0.877314814814815,0.934782608695652,0.319298245614035,"Optimalrule"
"57",0.877893518518518,0.934782608695652,0.318859649122807,"Optimalrule"
"58",0.879050925925926,0.935688405797101,0.318201754385965,"Optimalrule"
"59",0.879050925925926,0.935688405797101,0.318201754385965,"Optimalrule"
"60",0.879918981481482,0.9375,0.317982456140351,"Optimalrule"
"61",0.880787037037037,0.940217391304348,0.317982456140351,"Optimalrule"
"62",0.881944444444444,0.940217391304348,0.317105263157895,"Optimalrule"
"63",0.8828125,0.941123188405797,0.316666666666667,"Optimalrule"
"64",0.883391203703704,0.941123188405797,0.316228070175439,"Optimalrule"
"65",0.883391203703704,0.942028985507246,0.316447368421053,"Optimalrule"
"66",0.884259259259259,0.942028985507246,0.315789473684211,"Optimalrule"
"67",0.884837962962963,0.942028985507246,0.315350877192982,"Optimalrule"
"68",0.88599537037037,0.943840579710145,0.314912280701754,"Optimalrule"
"69",0.886574074074074,0.943840579710145,0.314473684210526,"Optimalrule"
"70",0.888310185185185,0.943840579710145,0.313157894736842,"Optimalrule"
"71",0.889178240740741,0.943840579710145,0.3125,"Optimalrule"
"72",0.890625,0.944746376811594,0.311622807017544,"Optimalrule"
"73",0.892361111111111,0.945652173913043,0.310526315789474,"Optimalrule"
"74",0.892939814814815,0.945652173913043,0.310087719298246,"Optimalrule"
"75",0.89380787037037,0.945652173913043,0.309429824561403,"Optimalrule"
"76",0.89525462962963,0.945652173913043,0.308333333333333,"Optimalrule"
"77",0.897280092592593,0.946557971014493,0.307017543859649,"Optimalrule"
"78",0.899016203703704,0.947463768115942,0.305921052631579,"Optimalrule"
"79",0.899305555555556,0.948369565217391,0.305921052631579,"Optimalrule"
"80",0.900462962962963,0.948369565217391,0.305043859649123,"Optimalrule"
"81",0.90162037037037,0.95018115942029,0.304605263157895,"Optimalrule"
"82",0.901909722222222,0.95018115942029,0.304385964912281,"Optimalrule"
"83",0.902777777777778,0.95018115942029,0.303728070175439,"Optimalrule"
"84",0.904224537037037,0.95018115942029,0.302631578947368,"Optimalrule"
"85",0.905381944444444,0.951992753623188,0.30219298245614,"Optimalrule"
"86",0.905671296296296,0.951992753623188,0.301973684210526,"Optimalrule"
"87",0.90625,0.953804347826087,0.301973684210526,"Optimalrule"
"88",0.907696759259259,0.953804347826087,0.300877192982456,"Optimalrule"
"89",0.90943287037037,0.953804347826087,0.299561403508772,"Optimalrule"
"90",0.910590277777778,0.953804347826087,0.298684210526316,"Optimalrule"
"91",0.912037037037037,0.953804347826087,0.297587719298246,"Optimalrule"
"92",0.913194444444444,0.953804347826087,0.296710526315789,"Optimalrule"
"93",0.9140625,0.953804347826087,0.296052631578947,"Optimalrule"
"94",0.915219907407407,0.953804347826087,0.295175438596491,"Optimalrule"
"95",0.916087962962963,0.954710144927536,0.294736842105263,"Optimalrule"
"96",0.917824074074074,0.955615942028985,0.293640350877193,"Optimalrule"
"97",0.919560185185185,0.956521739130435,0.292543859649123,"Optimalrule"
"98",0.921296296296296,0.957427536231884,0.291447368421053,"Optimalrule"
"99",0.923032407407407,0.958333333333333,0.290350877192982,"Optimalrule"
"100",0.92505787037037,0.960144927536232,0.289254385964912,"Optimalrule"
"101",0.926793981481482,0.961050724637681,0.288157894736842,"Optimalrule"
"102",0.928819444444444,0.964673913043478,0.2875,"Optimalrule"
"103",0.930555555555556,0.964673913043478,0.286184210526316,"Optimalrule"
"104",0.932581018518518,0.965579710144927,0.284868421052632,"Optimalrule"
"105",0.933738425925926,0.967391304347826,0.284429824561404,"Optimalrule"
"106",0.936053240740741,0.968297101449275,0.282894736842105,"Optimalrule"
"107",0.937789351851852,0.971014492753623,0.282236842105263,"Optimalrule"
"108",0.939236111111111,0.971014492753623,0.281140350877193,"Optimalrule"
"109",0.940972222222222,0.971920289855073,0.280043859649123,"Optimalrule"
"110",0.944155092592593,0.97463768115942,0.278289473684211,"Optimalrule"
"111",0.947048611111111,0.977355072463768,0.276754385964912,"Optimalrule"
"112",0.951099537037037,0.979166666666667,0.274122807017544,"Optimalrule"
"113",0.954282407407407,0.981884057971015,0.272368421052632,"Optimalrule"
"114",0.963252314814815,0.982789855072464,0.265789473684211,"Optimalrule"
"115",0.97974537037037,0.989130434782609,0.254824561403509,"Optimalrule"
