"","FPR","TPR","Accuracy","Method"
"1",0,0,0.757894736842105,"Optimalrule"
"2",0.0526620370370371,0.167572463768116,0.758552631578947,"Optimalrule"
"3",0.0726273148148148,0.232789855072464,0.759210526315789,"Optimalrule"
"4",0.0925925925925926,0.293478260869565,0.758771929824561,"Optimalrule"
"5",0.11400462962963,0.338768115942029,0.753508771929825,"Optimalrule"
"6",0.130497685185185,0.380434782608696,0.75109649122807,"Optimalrule"
"7",0.149016203703704,0.407608695652174,0.743640350877193,"Optimalrule"
"8",0.170428240740741,0.4375,0.734649122807018,"Optimalrule"
"9",0.19068287037037,0.481884057971014,0.730043859649123,"Optimalrule"
"10",0.227141203703704,0.577898550724638,0.725657894736842,"Optimalrule"
"11",0.272569444444444,0.665760869565217,0.7125,"Optimalrule"
"12",0.308449074074074,0.715579710144927,0.697368421052632,"Optimalrule"
"13",0.333622685185185,0.732789855072464,0.682456140350877,"Optimalrule"
"14",0.363136574074074,0.823369565217391,0.682017543859649,"Optimalrule"
"15",0.400462962962963,0.875905797101449,0.666447368421053,"Optimalrule"
"16",0.439814814814815,0.905797101449275,0.643859649122807,"Optimalrule"
"17",0.452256944444444,0.909420289855073,0.63530701754386,"Optimalrule"
"18",0.457465277777778,0.914855072463768,0.632675438596491,"Optimalrule"
"19",0.462962962962963,0.918478260869565,0.629385964912281,"Optimalrule"
"20",0.469039351851852,0.921195652173913,0.625438596491228,"Optimalrule"
"21",0.471643518518518,0.921195652173913,0.623464912280702,"Optimalrule"
"22",0.473668981481482,0.923007246376812,0.622368421052632,"Optimalrule"
"23",0.475405092592593,0.926630434782609,0.621929824561404,"Optimalrule"
"24",0.475983796296296,0.929347826086957,0.622149122807018,"Optimalrule"
"25",0.478298611111111,0.929347826086957,0.620394736842105,"Optimalrule"
"26",0.48119212962963,0.930253623188406,0.618421052631579,"Optimalrule"
"27",0.482349537037037,0.931159420289855,0.617763157894737,"Optimalrule"
