"fft_ccf_mean","fft_ccf_sd","fft_ccf_range","x_mean","x_sd","x_range","y_mean","y_sd","y_range","moving.Img.no","fixed.Img.no","actual.matching"
"47",0.959502143256395,0.0258875666627826,0.126144297970999,-0.916666666666667,1.15573106115319,6,-1.02777777777778,0.291411452967509,2,5,7,0
"48",0.92545049109592,0.0407504157628813,0.170428824420821,-7.08333333333333,6.12897101594433,35,-1.11111111111111,0.949519510903963,5,5,8,0
"49",0.934689322373704,0.0517924175256292,0.174224314247547,2.75,4.88949310840529,14,0.888888888888889,2.02523759139201,6,5,9,0
"50",0.930397220207174,0.0564064922321795,0.236730253715524,-1.91666666666667,2.01954733259001,9,-1.25,0.649175301000101,3,5,10,0
"51",0.941123139979034,0.0575345180303821,0.270284589973575,-0.333333333333333,1.72378321474267,7,-0.305555555555556,1.30536134995956,5,6,1,0
"52",0.865910811789812,0.0698242929863642,0.280385820815314,-9.88888888888889,12.0517403077084,48,6.44444444444444,11.4578592975538,50,6,2,0
"53",0.890978102923582,0.0538842228258877,0.210177282339075,6.47222222222222,3.54953607520847,13,0.861111111111111,2.94863433549236,8,6,3,0
"54",0.96537363831064,0.0138358676017178,0.062037848958616,-0.305555555555556,1.65303952842625,8,-0.944444444444444,0.474759755451982,3,6,4,0
"55",0.959597298125241,0.022529137498324,0.102725986037967,-1.13888888888889,1.26835726777993,6,-1.16666666666667,0.654653670707977,4,6,5,0
"56",0.983034238704649,0.0103249468842451,0.0425568134706269,-1.16666666666667,0.9102589898328,6,-0.888888888888889,0.464621368291446,3,6,6,1
"57",0.96381340222584,0.0247468240604872,0.107967973543899,-1.36111111111111,0.833333333333333,4,-0.916666666666667,0.368394198806504,2,6,7,0
"58",0.950524920739239,0.0292369313694198,0.123716221996538,-2.44444444444444,1.77995897937395,7,-1.02777777777778,0.446325384900242,3,6,8,0
"59",0.933383619878859,0.0513037973476854,0.194736166219206,0.611111111111111,2.62164373495253,11,0.0833333333333333,2.70845237833606,16,6,9,0
"60",0.903428430614629,0.0505483182047906,0.214008178417134,-5.33333333333333,5.67198629859316,36,-2.22222222222222,1.97283133898047,9,6,10,0
"61",0.945654383946068,0.0477632854183973,0.235589285060832,1.16666666666667,3.41006912372336,12,-0.472222222222222,1.76450901485146,10,7,1,0
"62",0.954441552614066,0.0354519868080399,0.147021300068153,0.277777777777778,1.95098672633855,7,-0.472222222222222,4.519709921862,30,7,2,0
"63",0.928367730777948,0.045665528973415,0.170475564695887,1.02777777777778,2.07689481281361,7,-1.11111111111111,0.574594404914223,4,7,3,0
"64",0.96520016154783,0.0224238974246004,0.101686573087869,-0.666666666666667,2.21681882757381,11,-1.33333333333333,0.956182887467515,4,7,4,0
"65",0.962460114382915,0.0263296640854762,0.122111740753871,-1,0.478091443733757,3,-1,0.414039335605413,2,7,5,0
"66",0.966315353009501,0.0240344959300134,0.0979660972145755,-1.08333333333333,0.906326967174966,5,-1.16666666666667,0.609449400220044,4,7,6,0
"67",0.935125622884834,0.0624951252688741,0.230953660045611,-0.0833333333333333,2.03364556541062,8,0.0277777777777778,1.91961471001882,7,7,7,1
"68",0.953562582598153,0.0280914089029518,0.108570076178109,-2.38888888888889,1.67805632082866,7,-1.25,0.769972170183535,4,7,8,0
"69",0.941461089849461,0.0461770984802071,0.191383958943655,0.25,2.53405378226836,11,-0.333333333333333,2.61861468283191,14,7,9,0
"70",0.940835481068028,0.0343580795065873,0.13603660320199,-2.11111111111111,1.86360292793714,7,-1.44444444444444,0.772544753930409,3,7,10,0
"71",0.943416030986269,0.0454744860953519,0.181122792161718,0.666666666666667,2.5298221281347,10,-1.13888888888889,1.29068703250363,9,8,1,0
"72",0.769294922000861,0.0901295978477467,0.344044556783648,-6.41666666666667,13.1222275983484,63,-2.80555555555556,6.11237360696408,33,8,2,0
"73",0.733009532964252,0.0806238675257101,0.296469560205166,-2.02777777777778,7.56112656425185,51,-2.44444444444444,12.4060916936443,89,8,3,0
"74",0.96295511205122,0.0129697087888328,0.0648133233635666,0.805555555555556,2.6166439186151,9,-0.333333333333333,1.12122382116278,4,8,4,0
"75",0.948134525883167,0.0379387484773976,0.189038826825677,1.36111111111111,2.72714165149183,10,-0.583333333333333,0.840917865872082,3,8,5,0
"76",0.938171873819435,0.0405437461813182,0.152216651902471,1.77777777777778,2.58690229658244,8,-0.25,1.33897615470073,5,8,6,0
"77",0.948034120639379,0.0281874106631261,0.120689841170856,0.472222222222222,1.85912592536095,8,-0.0833333333333333,1.62788205960997,9,8,7,0
"78",0.989409741814352,0.00628014144425942,0.0280167522736902,-1.16666666666667,0.377964473009227,1,-0.972222222222222,0.166666666666667,1,8,8,1
"79",0.780693247816207,0.0881195597235313,0.341197763527673,0.25,8.76152302481057,57,0.111111111111111,4.82124926180388,28,8,9,0
"80",0.93527680094035,0.0494300320937999,0.165529028152897,-2.27777777777778,2.77345695695165,12,-1.44444444444444,0.876500980178555,4,8,10,0
"81",0.931594702580031,0.048794276356038,0.183852960358244,-0.638888888888889,3.57892863280761,17,-1.77777777777778,3.47325381501152,19,9,1,0
"82",0.944974682822486,0.0490628150740399,0.205007956125651,-1.88888888888889,1.52648574515412,7,1.13888888888889,9.94887725977955,45,9,2,0
"83",0.906597023696147,0.0509722308204102,0.226588897358798,-0.694444444444444,2.90634227110734,19,-2.19444444444444,2.40023147031929,8,9,3,0
"84",0.958399202385091,0.0226826353448823,0.0836795345266675,-2.30555555555556,3.12427769430169,12,-1.44444444444444,1.59363814577919,7,9,4,0
"85",0.923407508338064,0.0611161480558374,0.235331160020891,-3.75,3.58070224556979,11,-2.55555555555556,2.02052955497802,6,9,5,0
"86",0.934754761039616,0.0451765789182445,0.157959582777985,-2.05555555555556,2.32924812448069,11,-2.55555555555556,2.66666666666667,10,9,6,0
"87",0.757888703996489,0.133347170666604,0.481591356760502,1.58333333333333,9.85139584018427,51,0.944444444444444,7.55529878181794,38,9,7,0
"88",0.943532792651279,0.0282361763140533,0.117738011298887,-5.55555555555556,2.82280958767218,10,-1.83333333333333,2.19740106229414,9,9,8,0
"89",0.988553517244399,0.00769200443460161,0.0363665032188769,-0.972222222222222,0.55990361982404,2,-1,0,0,9,9,1
"90",0.918726694070474,0.0477250791515594,0.176471541634293,-3.25,2.6872715849777,9,-3.72222222222222,3.29164406261076,10,9,10,0
"91",0.950138837685268,0.0280325307613479,0.112584473512228,-0.194444444444444,1.32706861582629,5,-0.361111111111111,2.416050824652,16,10,1,0
"92",0.933129404177779,0.0378461785565169,0.179699864352491,-1.69444444444444,1.52726542635512,7,0.0833333333333333,7.23236772137195,47,10,2,0
"93",0.941669031058398,0.0177245301482461,0.0783773087668573,2.63888888888889,2.356180659794,10,-0.888888888888889,0.398409536444798,2,10,3,0
"94",0.897617387248031,0.0386122977580331,0.180342123053363,7.16666666666667,8.34437363907989,38,0.777777777777778,2.36777304789737,7,10,4,0
"95",0.936121189705617,0.0501089120353542,0.216822457399114,0.722222222222222,2.42146485902481,9,-0.888888888888889,0.318727629155838,1,10,5,0
"96",0.923522787326328,0.0498795952638744,0.214742388195071,2.86111111111111,2.62028109482037,11,0.0277777777777778,1.6122054302124,6,10,6,0
"97",0,0,0,-50,0,0,-50,0,0,10,7,0
"98",0.954129507106202,0.0306569544099049,0.126941366691132,-1.19444444444444,1.36945128624454,7,-0.75,0.603560862122217,2,10,8,0
"99",0.776703773026302,0.099068278174795,0.388751654248985,-1.08333333333333,8.22669869562338,60,-4.13888888888889,14.853864870373,73,10,9,0
"100",0.98758558174846,0.00515968655551224,0.0264011185118842,-0.916666666666667,0.280305955290694,1,-1.05555555555556,0.333333333333333,2,10,10,1
