"fft_ccf_mean","fft_ccf_sd","fft_ccf_range","x_mean","x_sd","x_range","y_mean","y_sd","y_range","moving.Img.no","fixed.Img.no","actual.matching"
"1",0.982807501908713,0.018818235667966,0.108602079783971,-1.02777777777778,0.166666666666667,1,-0.944444444444444,0.232310684145723,1,1,1,1
"2",0.644102034047042,0.316706768977324,0.943640482162215,-14.75,21.3426133089915,49,-14.5833333333333,21.4933544546747,49,1,2,0
"3",0.922797980905876,0.0379892535618477,0.163441485674613,-4.66666666666667,3.53755363412143,10,-1.02777777777778,0.736249612606684,5,1,3,0
"4",0.943307222111891,0.0456146258432098,0.19553014047786,-1.13888888888889,0.682548910974896,3,-0.472222222222222,0.999603095836717,4,1,4,0
"5",0.920967685930203,0.0712948319711899,0.267414606993776,-0.916666666666667,0.603560862122217,2,-0.527777777777778,0.877858143799396,4,1,5,0
"6",0.900904930946007,0.0633266248711021,0.265190664948329,-2.52777777777778,3.20255354464983,16,-2.97222222222222,4.27942660452216,19,1,6,0
"7",0.942582618599138,0.0494028878847717,0.248371942816047,-1.88888888888889,1.63493604554303,5,-0.805555555555556,0.668449995755402,4,1,7,0
"8",0.919961209399349,0.0516456644004398,0.182388915958348,-4.61111111111111,3.34046855377059,11,-0.972222222222222,0.291411452967509,2,1,8,0
"9",0.918365316142643,0.0511091560527648,0.193878145081863,1.30555555555556,4.07654927214844,15,0.722222222222222,2.63613473654257,8,1,9,0
"10",0.925577419224878,0.0472449344287252,0.216781368231936,-5.33333333333333,4.14039335605413,14,-2.97222222222222,3.50090691197998,13,1,10,0
"11",0.756357633200686,0.0992220771159135,0.392473320944199,-2.36111111111111,19.9300960900526,99,-1.63888888888889,21.6954936437142,94,2,1,0
"12",0.955281499455994,0.0462646075053322,0.182095720087345,-0.527777777777778,0.6963624307217,3,0.111111111111111,1.61736607355076,5,2,2,1
"13",0.687157233231868,0.101229981678618,0.406492481741708,-8.58333333333333,20.4064065570455,90,-6,16.5598481704565,88,2,3,0
"14",0.925828012332848,0.0430881394519595,0.163168853972208,-0.833333333333333,4.43041436307841,15,-1.19444444444444,1.4505062061116,8,2,4,0
"15",0.83513239882951,0.0754821427532204,0.356413729684252,2.22222222222222,9.13114328974076,35,6.02777777777778,6.53118283363352,24,2,5,0
"16",0.733533764355251,0.124709701350836,0.443752553448221,2.33333333333333,12.9018271131318,67,0.944444444444444,9.95976030820147,58,2,6,0
"17",0.721144431109809,0.100694256029232,0.372372242924513,0.0277777777777778,9.85751667108075,57,-1.08333333333333,16.8969566152353,85,2,7,0
"18",0.783595598757067,0.116186575877791,0.47397300793292,-1.27777777777778,6.14403827699717,36,-4.02777777777778,12.5913487558745,80,2,8,0
"19",0.894787378946298,0.069383048409823,0.235267533080389,-5.63888888888889,4.54911468798539,16,-6.11111111111111,6.08876143998234,34,2,9,0
"20",0,0,0,-50,0,0,-50,0,0,2,10,0
"21",0.944282782804868,0.0337695269034866,0.1403147096034,1.5,2.83347338589432,11,-1.77777777777778,2.01581052271588,12,3,1,0
"22",0.926319229028771,0.0462601949517185,0.191280157119203,-0.694444444444444,3.58424683815518,20,-1.75,6.5612498809297,48,3,2,0
"23",0.9568870484217,0.0228159252785246,0.0826405784121961,-2.02777777777778,0.877858143799396,3,-1,0.338061701891407,2,3,3,1
"24",0.952115643280241,0.0340118875835753,0.185182279213333,-1.66666666666667,1.58564993434418,7,-1.30555555555556,0.709907215041694,3,3,4,0
"25",0.935920450628068,0.0560655652829947,0.247962647593396,-2.33333333333333,1.39386410487434,6,-0.222222222222222,1.28976434416992,4,3,5,0
"26",0.939729425455623,0.0428859315535993,0.220360404268152,-0.916666666666667,0.874234358902528,4,-0.777777777777778,0.590936840285279,2,3,6,0
"27",0.938774708449825,0.0497883433544502,0.232522911439371,-2.13888888888889,1.29068703250363,5,-0.75,0.874234358902528,5,3,7,0
"28",0.862510640884904,0.0421609874178769,0.189234671522977,-3.77777777777778,15.027804917383,40,0.388888888888889,3.65886616143602,25,3,8,0
"29",0.920921309737954,0.0569220097568388,0.199733124401149,0.916666666666667,4.04527943587161,14,1.19444444444444,2.51645379105989,8,3,9,0
"30",0.929818516700911,0.042206290178706,0.219325718671734,-5.66666666666667,4.27617987059879,15,-1.69444444444444,1.50844185350209,7,3,10,0
"31",0.951734521381234,0.0452499681091257,0.215265980988661,-0.305555555555556,1.4505062061116,6,-1.47222222222222,1.38329030340419,7,4,1,0
"32",0.942983423138715,0.0441989118013435,0.183045682895143,-2.5,2.69920623252731,12,-0.472222222222222,7.50042326847953,52,4,2,0
"33",0.934746742276183,0.0498980005651492,0.188611703756128,-1,2.55230987818598,11,-1.02777777777778,0.166666666666667,1,4,3,0
"34",0.962486250609343,0.0236532833817761,0.111378584097733,-0.833333333333333,0.810643483377778,4,0.361111111111111,1.37638818813751,4,4,4,1
"35",0.967871702729506,0.0192463897540465,0.085032624592876,-0.722222222222222,1.08525470640665,5,-1.02777777777778,0.291411452967509,2,4,5,0
"36",0.958738908995545,0.0165345352828799,0.0777867026546026,-3.44444444444444,2.55728030135191,7,-1.27777777777778,0.778684278991946,4,4,6,0
"37",0.972154186703719,0.021488744107982,0.0844547746392623,-0.861111111111111,1.04615698843168,5,-1.16666666666667,0.447213595499958,2,4,7,0
"38",0.925275632728509,0.025743868362382,0.108388219088804,-8.38888888888889,6.88799277325727,39,-1.97222222222222,1.55813278566937,5,4,8,0
"39",0.945183745371544,0.0441961601804534,0.150138464583526,2.19444444444444,4.40661479689954,15,0.333333333333333,1.95667356208731,7,4,9,0
"40",0.885107270494021,0.0448834865628978,0.188096091448727,-6.77777777777778,10.0003174552786,39,-4.02777777777778,2.79270591885475,8,4,10,0
"41",0.91949938720143,0.0727617733184413,0.295553386590839,0.0277777777777778,2.09060635238558,9,-1.25,1.76270895417901,10,5,1,0
"42",0.869344963236475,0.0756751215459209,0.316429157270894,4.38888888888889,5.84699081470987,18,-7.05555555555556,9.23330754680945,43,5,2,0
"43",0.927405319456393,0.0539699831486853,0.280135760081452,-0.5,2.27407752098045,11,-1.13888888888889,0.424451092775988,2,5,3,0
"44",0.964773534011165,0.0199569129935986,0.0819811197353449,-0.888888888888889,0.979147669521895,5,-0.944444444444444,0.333333333333333,2,5,4,0
"45",0.972684348500859,0.0200982426537169,0.0709587953421618,-1,1.21889880044009,8,-1.05555555555556,0.232310684145723,1,5,5,1
"46",0.958037063390543,0.0259197570385934,0.108811230625254,-0.444444444444444,1.22927259430572,4,-1.41666666666667,0.769972170183535,3,5,6,0
