"fft_ccf_mean","fft_ccf_sd","fft_ccf_range","x_mean","x_sd","x_range","y_mean","y_sd","y_range","actual.matching"
"1",0.98527006943902,0.0267561409164564,0.141139855075822,-0.888888888888889,1.68654808542314,12,-0.916666666666667,0.43915503282684,3,1
"2",0.990091942558497,0.0116762391020187,0.0442144093777261,-0.388888888888889,1.535815795833,7,-1.05555555555556,0.232310684145723,1,1
"3",0.98528994169329,0.0194924924449259,0.0811183424851044,-1.66666666666667,1.17108008753824,4,-1.41666666666667,0.874234358902528,3,1
"4",0.991498160050915,0.0100909766980556,0.0366212399036482,-0.888888888888889,0.398409536444798,2,-1.27777777777778,0.741084576284211,3,1
"5",0.955902335747637,0.0499300852540332,0.272549886124359,-0.527777777777778,1.05522133388785,5,-4.02777777777778,4.78381862479344,13,1
"6",0.966582034415648,0.0366163200522669,0.182680269437576,-1.05555555555556,0.333333333333333,2,-4,4.73889679747754,13,1
"7",0.996992820910516,0.00380150780560801,0.0161415186343655,-1.02777777777778,0.166666666666667,1,-0.944444444444444,0.333333333333333,2,1
"8",0.955378160381966,0.0528404594307227,0.234739863009428,-1.58333333333333,1.48082988315915,6,1.91666666666667,4.79508677114994,12,1
"9",0.987261126980761,0.0144075227319724,0.0544120595883071,-1.66666666666667,1.35224680756563,4,-0.916666666666667,0.368394198806504,2,1
"10",0.98941380638139,0.00802107155368137,0.0320141832094716,-0.75,0.7319250547114,3,-1.02777777777778,0.166666666666667,1,1
"11",0.968399065976006,0.0245424666227461,0.119648091501088,-0.555555555555556,1.62910044317969,9,0.0833333333333333,2.60082404523753,10,1
"12",0.988826587415108,0.00855401832761768,0.0344237543572455,-0.361111111111111,1.60628725020114,7,-1,0,0,1
"13",0.984678516835502,0.0170153719174454,0.0759348285159918,-1,0.861891607371335,7,-1.41666666666667,1.0522085616183,5,1
"14",0.928396672675728,0.0639767360518853,0.296546496421435,-0.611111111111111,1.5543078896644,8,-4.97222222222222,7.35812907552344,25,1
"15",0.981328717708896,0.018646473514979,0.0712868599879025,-0.805555555555556,0.624245576422084,3,-1,0,0,1
"16",0.994394220447512,0.00472496598308673,0.019793216267238,-1.13888888888889,0.833333333333333,5,-1.05555555555556,0.232310684145723,1,1
"17",0.909905091658877,0.0789791712046941,0.369897274451334,-0.25,2.58981521679499,11,-7.41666666666667,10.8189648303338,33,1
"18",0.966552656301915,0.024333108302075,0.115582132687356,-0.75,0.937321411561386,5,-2.75,3.28089708986517,10,1
"19",0.91217188536928,0.0861553334945873,0.384852088841671,-2.19444444444444,6.15429905232081,44,3.66666666666667,9.55884033611968,27,1
"20",0.906265354051127,0.0889727355269679,0.391702483250268,-2.55555555555556,6.38947547341696,43,4.05555555555556,10.2062850228795,30,1
"21",0.957626998640248,0.0461400385548489,0.218244724138681,-1.05555555555556,0.333333333333333,2,1.72222222222222,5.4960303134489,17,1
"22",0.981652548326575,0.0299017497824585,0.162027469331219,-1.16666666666667,0.560611910581388,3,-0.861111111111111,0.798311710612833,5,1
"23",0.933840777363176,0.0834753491111176,0.445240172421557,-1.52777777777778,1.18288053040294,5,1.75,6.21691241694782,21,1
"24",0.983963414542047,0.0189848896340855,0.070646437472859,-1.13888888888889,0.424451092775988,2,-0.361111111111111,1.53348860497472,6,1
"25",0.991888073554505,0.00867142453312383,0.0359419545386395,-0.861111111111111,1.04615698843168,6,-1.27777777777778,0.881917103688197,4,1
"26",0.976091245388258,0.0166655197227133,0.0773603066333675,0.833333333333333,3.34236870668521,10,-1.36111111111111,1.22247472139282,6,1
"27",0.991138303647522,0.0107632766535668,0.0515764838582702,-0.472222222222222,1.36247906638935,7,-0.972222222222222,0.166666666666667,1,1
"28",0.988648654148133,0.0144121621930149,0.0727331104829781,-1.13888888888889,0.48713610757322,2,-0.972222222222222,0.166666666666667,1,1
"29",0.986117948629978,0.0238779106550228,0.14322574801976,-0.972222222222222,0.166666666666667,1,-0.972222222222222,0.166666666666667,1,1
"30",0.990975623765976,0.0122828634191427,0.0706445232400709,-0.972222222222222,0.166666666666667,1,-0.944444444444444,0.333333333333333,2,1
"31",0.983191194809986,0.0139356776585245,0.0548500750585775,-1.63888888888889,1.57030984709165,7,-0.722222222222222,0.94449112863144,4,1
"32",0.99106939393366,0.00987911870580185,0.0378709496166517,-1.27777777777778,0.814550221589844,3,-1.25,0.874234358902528,4,1
"33",0.983747633613899,0.0115904147761166,0.0559919748825041,-1.27777777777778,0.848902185551975,4,-0.0833333333333333,1.76270895417901,6,1
"34",0.990467830751386,0.00969218084550423,0.0359999346507739,-1.52777777777778,1.44392542567843,5,-1,0,0,1
