"","optimal","lda","difference.rf"
"1",0.649462365591398,0.660215053763441,0.638709677419355
"2",0.651612903225806,0.58494623655914,0.56989247311828
"3",0.647311827956989,0.713978494623656,0.608602150537634
"4",0.668817204301075,0.632258064516129,0.651612903225806
"5",0.67741935483871,0.679569892473118,0.655913978494624
"6",0.658064516129032,0.653763440860215,0.623655913978495
"7",0.640860215053763,0.578494623655914,0.61505376344086
"8",0.664516129032258,0.645161290322581,0.617204301075269
"9",0.651612903225806,0.606451612903226,0.647311827956989
"10",0.653763440860215,0.6,0.647311827956989
"11",0.67741935483871,0.664516129032258,0.660215053763441
"12",0.645161290322581,0.640860215053763,0.668817204301075
"13",0.668817204301075,0.636559139784946,0.623655913978495
"14",0.698924731182796,0.623655913978495,0.638709677419355
"15",0.645161290322581,0.591397849462366,0.578494623655914
"16",0.658064516129032,0.664516129032258,0.6
"17",0.666666666666667,0.612903225806452,0.638709677419355
"18",0.655913978494624,0.597849462365591,0.621505376344086
"19",0.647311827956989,0.643010752688172,0.6
"20",0.679569892473118,0.688172043010753,0.662365591397849
"21",0.651612903225806,0.645161290322581,0.655913978494624
"22",0.643010752688172,0.591397849462366,0.576344086021505
"23",0.653763440860215,0.638709677419355,0.679569892473118
"24",0.649462365591398,0.582795698924731,0.56989247311828
"25",0.675268817204301,0.645161290322581,0.651612903225806
"26",0.668817204301075,0.649462365591398,0.649462365591398
"27",0.649462365591398,0.640860215053763,0.647311827956989
"28",0.655913978494624,0.640860215053763,0.647311827956989
"29",0.649462365591398,0.67741935483871,0.643010752688172
"30",0.651612903225806,0.6,0.625806451612903
"31",0.653763440860215,0.636559139784946,0.593548387096774
"32",0.645161290322581,0.627956989247312,0.627956989247312
"33",0.666666666666667,0.619354838709677,0.653763440860215
"34",0.647311827956989,0.58494623655914,0.627956989247312
"35",0.651612903225806,0.666666666666667,0.643010752688172
"36",0.662365591397849,0.632258064516129,0.632258064516129
"37",0.660215053763441,0.58494623655914,0.602150537634409
"38",0.658064516129032,0.645161290322581,0.61505376344086
"39",0.649462365591398,0.580645161290323,0.625806451612903
"40",0.660215053763441,0.666666666666667,0.627956989247312
"41",0.655913978494624,0.619354838709677,0.664516129032258
"42",0.647311827956989,0.627956989247312,0.638709677419355
"43",0.660215053763441,0.610752688172043,0.621505376344086
"44",0.744086021505376,0.761290322580645,0.694623655913978
"45",0.658064516129032,0.636559139784946,0.608602150537634
"46",0.638709677419355,0.61505376344086,0.647311827956989
"47",0.666666666666667,0.718279569892473,0.683870967741935
"48",0.647311827956989,0.602150537634409,0.606451612903226
"49",0.675268817204301,0.666666666666667,0.645161290322581
"50",0.666666666666667,0.664516129032258,0.612903225806452
"51",0.655913978494624,0.653763440860215,0.623655913978495
"52",0.673118279569892,0.701075268817204,0.658064516129032
"53",0.655913978494624,0.664516129032258,0.658064516129032
"54",0.651612903225806,0.606451612903226,0.597849462365591
"55",0.67741935483871,0.670967741935484,0.634408602150538
"56",0.653763440860215,0.632258064516129,0.61505376344086
"57",0.675268817204301,0.718279569892473,0.67741935483871
"58",0.686021505376344,0.711827956989247,0.653763440860215
"59",0.658064516129032,0.653763440860215,0.623655913978495
"60",0.673118279569892,0.662365591397849,0.649462365591398
"61",0.655913978494624,0.670967741935484,0.632258064516129
"62",0.649462365591398,0.705376344086021,0.670967741935484
"63",0.688172043010753,0.701075268817204,0.655913978494624
"64",0.658064516129032,0.595698924731183,0.632258064516129
"65",0.670967741935484,0.649462365591398,0.675268817204301
"66",0.675268817204301,0.681720430107527,0.651612903225806
"67",0.643010752688172,0.621505376344086,0.653763440860215
"68",0.683870967741935,0.632258064516129,0.666666666666667
"69",0.670967741935484,0.664516129032258,0.668817204301075
"70",0.647311827956989,0.638709677419355,0.63010752688172
"71",0.709677419354839,0.701075268817204,0.675268817204301
"72",0.645161290322581,0.589247311827957,0.619354838709677
"73",0.647311827956989,0.640860215053763,0.602150537634409
"74",0.634408602150538,0.589247311827957,0.58494623655914
"75",0.636559139784946,0.593548387096774,0.662365591397849
"76",0.69247311827957,0.701075268817204,0.625806451612903
"77",0.664516129032258,0.61505376344086,0.666666666666667
"78",0.645161290322581,0.589247311827957,0.591397849462366
"79",0.686021505376344,0.711827956989247,0.679569892473118
"80",0.647311827956989,0.653763440860215,0.595698924731183
"81",0.662365591397849,0.589247311827957,0.61505376344086
"82",0.664516129032258,0.591397849462366,0.606451612903226
"83",0.658064516129032,0.640860215053763,0.63010752688172
"84",0.649462365591398,0.649462365591398,0.602150537634409
"85",0.675268817204301,0.658064516129032,0.593548387096774
"86",0.651612903225806,0.627956989247312,0.627956989247312
"87",0.643010752688172,0.632258064516129,0.591397849462366
"88",0.660215053763441,0.610752688172043,0.625806451612903
"89",0.664516129032258,0.666666666666667,0.675268817204301
"90",0.655913978494624,0.662365591397849,0.664516129032258
"91",0.655913978494624,0.602150537634409,0.617204301075269
"92",0.643010752688172,0.683870967741935,0.61505376344086
"93",0.651612903225806,0.660215053763441,0.617204301075269
"94",0.649462365591398,0.649462365591398,0.668817204301075
"95",0.67741935483871,0.739784946236559,0.666666666666667
"96",0.703225806451613,0.681720430107527,0.701075268817204
"97",0.655913978494624,0.675268817204301,0.625806451612903
"98",0.670967741935484,0.647311827956989,0.679569892473118
"99",0.653763440860215,0.683870967741935,0.686021505376344
"100",0.69247311827957,0.683870967741935,0.653763440860215
